CPF,Nome,Idade,UF,Regiao,Setor,Renda_Declarada,Renda_Presumida,Patrimonio,Alteracoes_Declaracao,Media_Depositos,Transacoes_Especie,Gastos_Cartao,Investimentos_Nao_Declarados,Pagamentos_PIX_TED,Media_Renda_Setor,Alerta_Gastos,Alerta_Patrimonio,Autuacoes_Anteriores,Proporcao_Renda_Patrimonio,Nivel_Complexidade,renda_nao_declarada,sonegador,Score_Risco,Relacoes_Suspeitas
60113439839,Robb Zolman,34,DF,Centro-Oeste,Indústria,111191.58,136765.64,433647.16,0,10851.99,1028.4,2973.98,8452.22,98769.37,199329.2776114992,FALSE,FALSE,0,0.2564,1,-0,não,0.17,2
34314413633,Ikram al-Hamidi,42,SP,Sudeste,Comércio,118781.07,193613.14,709122.99,2,16172.34,4778.97,5900.9,83084.5,30060.16,149730.06027473844,TRUE,FALSE,1,0.1675,3,15441.535000000003,sim,0.38,0
54927509265,Leonard Luna,34,PR,Sul,Indústria,249423.06,361663.44,1162311.46,0,28473.64,2118.97,8014.4,3303.57,263636.63,199329.2776114992,FALSE,FALSE,0,0.2146,3,-0,não,0.23,0
44641583725,Vibiana Espinoza,53,RJ,Sudeste,Comércio,45606.65,62937.18,406811.32,0,5158.87,24.02,2671.53,6999.14,51891.52,149730.06027473844,TRUE,FALSE,0,0.1121,1,-0,não,0.2,0
30347545816,Akaisha Lajeunesse,39,SP,Sudeste,Transporte,125474.28,154333.36,376422.84,1,13334.71,2145.38,1301.43,2715.98,117257.9,100658.27340820312,FALSE,FALSE,0,0.3333,1,-0,não,0.18,0
60114883237,Diego Lopez,58,BA,Nordeste,Comércio,71104.96,79637.56,335615.41,0,5119.36,342.5,1178.45,4497.05,55254.19,149730.06027473844,FALSE,FALSE,1,0.2119,1,-0,não,0.22,0
67629610910,Tianna Reyes,56,MG,Sudeste,Comércio,189854.53,286680.34,1365054.07,3,25437.36,8085.2,8277.47,60430.42,237628.54,149730.06027473844,TRUE,FALSE,0,0.1391,2,1898.545000000042,sim,0.31,2
21006747219,Anthony Franklin,39,GO,Centro-Oeste,Financeiro,289279.38,407883.93,587237.14,1,33295.07,201.87,5829.75,13928.83,432836.85,295744.6433800561,FALSE,FALSE,0,0.4926,1,-0,não,0.2,1
35284775242,Maggie Rose Mummert,39,RJ,Sudeste,Serviços,110459.19,143596.95,673801.06,2,12644.64,1940.75,3928.85,9674.22,89689.04,120094.74922628618,FALSE,FALSE,0,0.1639,2,-0,não,0.2,1
86993628105,Michael Palomo,44,PR,Sul,Indústria,128162.22,197369.82,249916.33,2,15847.81,16017.35,5818.98,49436.68,193314.59,199329.2776114992,TRUE,FALSE,0,0.5128,1,5126.489999999991,sim,0.4,0
35280558710,Osiris Johnston,68,SP,Sudeste,Comércio,142707.45,189800.91,1374272.74,1,14801.14,1376.91,6126.24,7431.64,162775.54,149730.06027473844,TRUE,FALSE,0,0.1038,3,-0,não,0.2,0
06045736154,Cierra Samuels,40,PE,Nordeste,Comércio,143167.38,193275.96,372235.19,1,15095.12,1147.3,5964.84,9881.94,116295.46,149730.06027473844,TRUE,FALSE,0,0.3846,1,-0,não,0.2,2
67628504874,Devon Chambers,52,SP,Sudeste,Indústria,360436.12,464962.59,886672.86,0,39147.49,2153.94,5686.4,249.6,194621.41,199329.2776114992,FALSE,FALSE,0,0.4065,2,-0,não,0.2,0
21005916558,Adrinna Sanchez,52,RS,Sul,Educação,68852.15,84688.14,396588.38,1,7464.25,1150.14,1550.86,16081.44,55917.16,99922.08285578748,FALSE,FALSE,0,0.1736,1,-0,não,0.17,1
86993040554,Deshant Craig,51,RJ,Sudeste,Comércio,211561.67,222139.75,220024.14,1,22412.8,985.72,3459.36,8518.13,193688.3,149730.06027473844,FALSE,FALSE,3,0.9615,2,-0,não,0.37,0
86991757720,Mallory Tillotson,40,RS,Sul,Comércio,282248.96,364101.16,1583416.67,0,28958.19,1477.03,5623.72,10848.42,284863.73,149730.06027473844,FALSE,FALSE,0,0.1783,2,-0,não,0.19,0
53917271803,Karen Herrera,50,PR,Sul,Indústria,68285.03,90819.09,323671.04,0,6515.64,87.22,2275.03,14034.75,73840.68,199329.2776114992,FALSE,FALSE,0,0.211,2,-0,não,0.19,0
54463007055,Lutfiyya el-Koroma,39,PR,Sul,Indústria,56672.42,73107.42,334367.28,3,5548.23,351.68,1884.19,3922.18,45706.62,199329.2776114992,FALSE,FALSE,0,0.1695,1,-0,não,0.18,1
30169307993,Reiana Cruz,47,SP,Sudeste,Agropecuária,43417.22,63389.14,149789.41,1,5723.61,156.54,1262.95,16076.8,57130.01,100261.125625,FALSE,FALSE,0,0.2899,1,-0,não,0.22,1
06044596697,Bich Tram Dao,51,BA,Nordeste,Saúde,101327.69,160097.75,806568.41,4,11557.05,6691.9,5519.43,28470.98,160408.55,98524.38325734549,TRUE,FALSE,0,0.1256,1,8106.2149999999965,sim,0.31,0
41496312896,William Bejarano,39,DF,Centro-Oeste,Comércio,94592.98,105944.14,538234.06,2,9245.14,1053.05,2496.74,4787.33,79426.01,149730.06027473844,FALSE,FALSE,0,0.1757,1,-0,não,0.15,1
46347703126,Ariana Adams,39,GO,Centro-Oeste,Comércio,249401.19,296787.42,1977751.44,1,22482.11,1062.35,12544.96,7277.23,247265.79,149730.06027473844,TRUE,FALSE,0,0.1261,3,-0,não,0.16,0
31583521988,Kacee Kindvall,46,SP,Sudeste,Educação,111444.93,154908.45,390057.26,1,10486.68,806.53,5530.66,15735.67,129601.46,99922.08285578748,TRUE,FALSE,0,0.2857,2,-0,não,0.21,1
30291172406,Alan Lucero,31,MG,Sudeste,Serviços,89279.1,100885.38,527639.48,0,7050.53,60.73,2467.1,3604.58,84520.41,120094.74922628618,FALSE,FALSE,0,0.1692,2,-0,não,0.14,1
45692008401,Kirk Vigil,38,RJ,Sudeste,Indústria,181816.85,249089.08,1023628.87,1,20893.33,493.15,4805.89,11143.75,119674.29,199329.2776114992,FALSE,FALSE,1,0.1776,3,-0,não,0.28,0
34197328796,Amber Masinelli,43,GO,Centro-Oeste,Construção Civil,91336.91,114171.14,467644.98,0,7752.05,1508.68,2755.23,9546.28,75207.16,99772.2331975,FALSE,FALSE,0,0.1953,1,-0,não,0.18,0
42091095079,Christopher Miranda,35,BA,Nordeste,Indústria,113766.93,129694.3,679188.57,1,11749.29,1510.07,3076.93,1253.05,100366.95,199329.2776114992,FALSE,FALSE,2,0.1675,2,-0,não,0.32,1
40108975401,Christopher Woolfolk,58,SP,Sudeste,Comércio,226725.26,335553.38,904633.79,1,28883.85,606.83,8733.24,11909.82,286955.53,149730.06027473844,FALSE,FALSE,0,0.2506,2,-0,não,0.23,1
30881306841,Kayla O'Connor,44,SP,Sudeste,Serviços,127995.2,138234.82,405744.78,0,12065.72,381.69,2137.44,12840.22,152541.2,120094.74922628618,FALSE,FALSE,0,0.3155,1,-0,não,0.13,1
40647330744,Blongshia No,29,PE,Nordeste,Serviços,152115.18,240341.98,602376.11,3,18629.69,25856.03,7230.49,55423.45,123243.2,120094.74922628618,TRUE,FALSE,0,0.2525,3,12169.210000000021,sim,0.51,2
33371109123,Teonna Woods,52,BA,Nordeste,Comércio,190702.28,234563.8,545408.52,0,19195.12,1021.31,2326.07,6740.97,189656.71,149730.06027473844,FALSE,FALSE,0,0.3497,2,-0,não,0.17,1
53201154477,Jameel el-Tahir,44,SP,Sudeste,Serviços,94925.47,117707.58,411976.54,1,10162.04,473.83,2874.52,7757.41,122461.4,120094.74922628618,FALSE,FALSE,0,0.2304,2,-0,não,0.17,2
34240646053,Marly Noe,45,SC,Sul,Comércio,109712.19,177733.75,626456.6,4,17635.82,5250.97,7569.55,60062.3,124629.23,149730.06027473844,TRUE,FALSE,1,0.1751,3,13165.464999999997,sim,0.38,1
43654953642,Efrain Martinez,55,PR,Sul,Saúde,128978.6,154774.32,343083.08,0,14256.61,4165.53,3877.74,19407.16,110497.28,98524.38325734549,FALSE,FALSE,0,0.3759,1,-0,não,0.2,0
60114618121,Mawzoona al-Meskin,60,PR,Sul,Transporte,124585.83,193108.04,1108813.89,3,16370.05,2151.15,4646.3,34896.77,80722.82,100658.27340820312,FALSE,FALSE,0,0.1124,3,6229.295000000013,sim,0.26,0
30963690521,Azya Carter,59,PE,Nordeste,Serviços,129294.19,206870.7,565015.61,4,19116.79,24943.5,4563.81,75179.92,254145.21,120094.74922628618,FALSE,FALSE,0,0.2288,3,12929.415000000008,sim,0.5,0
21001493166,Jesse Williams,33,BA,Nordeste,Serviços,186449.71,283403.56,650709.49,2,27105.56,21971.56,9986.01,63832.46,282823.7,120094.74922628618,TRUE,FALSE,0,0.2865,3,3728.9949999999953,sim,0.46,1
42999963246,Chanell Narantuya,33,SP,Sudeste,Construção Civil,78390.07,110530,375488.44,0,10104.93,1044.59,2676.91,11633.07,122505.03,99772.2331975,FALSE,FALSE,0,0.2088,1,-0,não,0.21,0
33374759082,Ismaeel el-Afzal,52,MG,Sudeste,Serviços,116383.19,147806.65,420143.32,1,15453.92,521.49,4071.27,10389.44,92821.1,120094.74922628618,FALSE,FALSE,1,0.277,1,-0,não,0.26,0
37483483189,Brandon Hintz,57,SP,Sudeste,Comércio,178757.08,282436.19,922386.53,3,25978.92,3123.46,6476.53,92471.46,243819.92,149730.06027473844,FALSE,FALSE,0,0.1938,2,14300.570000000007,sim,0.27,2
30238333411,Muneefa al-Shafi,37,SP,Sudeste,Comércio,243722.79,353398.05,1735306.26,1,25962.04,695.12,8675.83,10844.93,305687.39,149730.06027473844,FALSE,FALSE,0,0.1404,2,-0,não,0.22,0
30556360966,Daniela Young,53,GO,Centro-Oeste,Indústria,78904.65,116778.88,513669.27,2,10700.57,1384.78,2149.38,17609.7,67223.01,199329.2776114992,FALSE,FALSE,0,0.1536,2,-0,não,0.23,2
34027247012,Lakota Mitchell,41,RJ,Sudeste,Construção Civil,116731.96,178599.9,419067.74,2,14357.59,9027.84,6929.86,6367.51,170148.71,99772.2331975,TRUE,FALSE,0,0.2786,1,3501.959999999992,sim,0.32,1
21001343192,Laura Blazer,43,PE,Nordeste,Saúde,118601.2,157739.6,940507.52,0,13942.96,216.62,606.32,10286.41,140048.96,98524.38325734549,FALSE,FALSE,0,0.1261,1,-0,não,0.19,1
34156244074,Eric Hansen,46,GO,Centro-Oeste,Agropecuária,90596.68,136800.99,379600.09,3,12659.11,11764.26,3110.13,46749.44,89067.76,100261.125625,FALSE,FALSE,1,0.2387,1,905.9700000000012,sim,0.43,3
60114842772,Jordan Iden,48,BA,Nordeste,Serviços,107109.6,154237.82,372741.41,0,11137.18,717.47,3267.56,11468,183143.31,120094.74922628618,FALSE,FALSE,0,0.2874,1,-0,não,0.22,0
30882921375,Michaela Le,45,SP,Sudeste,Serviços,138827.1,167980.79,882940.36,0,11994.32,2721.22,4669.23,2986.58,122329.37,120094.74922628618,FALSE,FALSE,0,0.1572,1,-0,não,0.19,0
86993491618,Hujja al-El-Sayed,43,SC,Sul,Comércio,196381.82,294572.73,1032968.37,0,28875.79,255.06,1573.96,5533.38,197438.09,149730.06027473844,FALSE,FALSE,0,0.1901,3,-0,não,0.23,1
46661080701,Gilbert Ballard,54,SC,Sul,Indústria,46091.97,68216.12,100019.57,2,6057.54,1054.06,1102.04,5480.59,50904.45,199329.2776114992,FALSE,FALSE,0,0.4608,2,-0,não,0.23,0
49032796732,Demitria Howard,52,PR,Sul,Serviços,190237.72,270137.56,614467.84,1,21743.08,114.19,8775.67,5957.47,192647.87,120094.74922628618,TRUE,FALSE,0,0.3096,2,-0,não,0.21,0
30887130404,Wadha el-Abood,34,RS,Sul,Serviços,155042.41,193803.01,598463.7,0,15775.05,426.35,4818.57,9813.29,140334.89,120094.74922628618,FALSE,FALSE,1,0.2591,1,-0,não,0.25,0
35281849933,Laramie Farabee,26,RJ,Sudeste,Agropecuária,100420.41,160672.66,566371.11,4,14791.14,5564.82,3271.3,67248.53,164564.42,100261.125625,FALSE,FALSE,0,0.1773,3,10042.045000000013,sim,0.3,1
41841190530,Chloe Vigil,33,SP,Sudeste,Saúde,77908.85,74792.5,218923.87,1,7286.04,1499.65,1345.44,11945.29,68958.28,98524.38325734549,FALSE,FALSE,1,0.3559,1,-0,não,0.2,0
44819988058,Priya Garcia,50,SP,Sudeste,Serviços,180630,234819,937469.7,0,18754.91,489.24,7531.47,10898.72,183120.38,120094.74922628618,TRUE,FALSE,0,0.1927,1,-0,não,0.18,0
86990874675,Rihaab el-Bey,62,SP,Sudeste,Transporte,65474.8,96247.96,434097.92,1,8027.52,295.84,2988.02,6280.03,94804.11,100658.27340820312,TRUE,FALSE,0,0.1508,2,-0,não,0.22,0
21008081880,Masood el-Can,40,BA,Nordeste,Agropecuária,66774.94,90146.17,462750.33,2,8221.51,322.67,3363.62,3604.25,80217.92,100261.125625,TRUE,FALSE,0,0.1443,2,-0,não,0.19,0
86992134948,Erik Brozek,44,SP,Sudeste,Serviços,212200,205834,142174,0,19062.4,312.47,5377.73,5882.32,125819.53,120094.74922628618,FALSE,FALSE,0,1.4925,1,-0,não,0.11,2
18001870995,Kaitlyn Wirsching,38,RJ,Sudeste,Transporte,178545.07,260675.8,990925.14,1,24466.37,819.4,3875.26,15098.36,260045.6,100658.27340820312,FALSE,FALSE,0,0.1802,2,-0,não,0.22,0
86991151177,Anthony Hammond,66,RS,Sul,Financeiro,299297.92,487855.61,1601243.87,2,37631.37,11194.66,11613.32,42315.37,255689.73,295744.6433800561,FALSE,FALSE,0,0.1869,3,38908.72999999998,sim,0.37,1
31583499859,Corby Herron,35,RJ,Sudeste,Serviços,82737.85,82737.85,295374.12,1,7288.69,2399.83,776.89,426.74,66940.01,120094.74922628618,FALSE,FALSE,1,0.2801,1,-0,não,0.21,0
30966074660,Amy Yang,28,BA,Nordeste,Serviços,134879.23,183435.75,895598.09,2,15033.57,1084.45,3137.68,12486.47,167437.33,120094.74922628618,FALSE,FALSE,1,0.1506,2,-0,não,0.28,0
30245621963,Shukriyya al-Mohammad,35,RJ,Sudeste,Serviços,56920.16,85380.24,386487.89,1,7156.65,6323.21,2456.19,11197.42,70031.36,120094.74922628618,TRUE,FALSE,1,0.1473,1,-0,não,0.37,0
35284777152,Giselle Harris,50,RJ,Sudeste,Indústria,196593.98,290959.09,766716.52,2,24732.39,63.69,13076.34,9244.54,211012.59,199329.2776114992,TRUE,FALSE,0,0.2564,1,-0,não,0.22,1
48727286849,Abdiel Rodriguez,42,MG,Sudeste,Indústria,254189.51,287234.15,1873376.69,1,24897.27,2635.01,3395.79,10030.3,198869,199329.2776114992,FALSE,FALSE,0,0.1357,2,-0,não,0.17,0
35285146778,Jubair al-Hussain,48,RJ,Sudeste,Comércio,163785.41,226023.87,728845.07,1,18505.33,790.2,9028.48,10105.02,188343.52,149730.06027473844,TRUE,FALSE,0,0.2247,1,-0,não,0.2,0
18008785099,Maitaya Valentine,54,MG,Sudeste,Construção Civil,102379.99,118760.79,493471.55,0,11476.04,328.13,1632.63,5545.86,69293.99,99772.2331975,FALSE,FALSE,1,0.2075,2,-0,não,0.23,0
60117084459,Rasheeda el-Tawil,35,GO,Centro-Oeste,Saúde,121634.64,159341.38,380716.42,0,13246.3,3025.11,4743.22,4196.03,212969.32,98524.38325734549,FALSE,FALSE,1,0.3195,1,-0,não,0.29,0
30297462450,Austin Whittington,55,SP,Sudeste,Indústria,264415.43,362249.14,1287703.14,2,28457.24,136.59,7549.39,6760.97,282944.7,199329.2776114992,FALSE,FALSE,0,0.2053,3,-0,não,0.2,0
53773257930,Nedim Callinicos,32,SP,Sudeste,Comércio,159704.63,225183.53,752208.81,0,19634.99,369.55,4888,9038.3,175944.75,149730.06027473844,FALSE,FALSE,0,0.2123,1,-0,não,0.21,2
47819894414,Lehao Phan,38,GO,Centro-Oeste,Serviços,37758.62,41156.9,211825.86,0,3622.5,607.53,375.99,14820.52,34230.73,120094.74922628618,FALSE,FALSE,1,0.1783,1,-0,não,0.22,1
30882525148,Glen Villanueva,52,SP,Sudeste,Financeiro,330252.74,551522.08,2163155.45,3,42671.35,19673.78,15102.66,62897.34,399698.67,295744.6433800561,TRUE,FALSE,1,0.1527,3,56142.96999999997,sim,0.55,1
21004780682,D Arius Luqman,44,SP,Sudeste,Indústria,242632.73,310569.89,982662.56,4,26792.05,117.7,7136.79,10867.51,284945.5,199329.2776114992,FALSE,FALSE,1,0.2469,1,-0,não,0.25,1
60114161890,Sidney Helling,56,SC,Sul,Comércio,204289.79,335035.26,1043920.83,1,33637.6,11626.42,4441.62,69296.82,345678.39,149730.06027473844,FALSE,FALSE,1,0.1957,3,28600.57500000001,sim,0.46,0
31128482762,Sumayya el-Nasir,49,PR,Sul,Serviços,104040.1,144615.74,163342.96,3,11062.77,130.3,1102.44,19818.42,60291.72,120094.74922628618,FALSE,FALSE,0,0.6369,2,-0,não,0.2,2
35289069449,Zachary Cooley,69,DF,Centro-Oeste,Serviços,31515.02,45381.63,230689.95,0,4092.71,3803.43,973.48,7099.24,53931.08,120094.74922628618,FALSE,FALSE,0,0.1366,1,-0,não,0.25,0
86995258658,Joseph Maldonado,40,SP,Sudeste,Comércio,161028.71,198065.31,1542655.04,2,18652.4,152.87,4306.49,8868.83,156754.46,149730.06027473844,FALSE,FALSE,1,0.1044,3,-0,não,0.24,0
21004880313,Muneefa el-Can,44,BA,Nordeste,Indústria,262727.84,273236.95,1029893.13,0,24258.84,2335.2,6657.58,17140.72,207430.89,199329.2776114992,FALSE,FALSE,1,0.2551,3,-0,não,0.22,1
37434067151,Daisy Reyes Lopez,53,RJ,Sudeste,Serviços,113205.34,136978.46,795833.54,0,12594.37,858.71,3450.7,13488.98,76343.32,120094.74922628618,FALSE,FALSE,0,0.1422,1,-0,não,0.17,3
31128442662,Drew Borunda,36,GO,Centro-Oeste,Comércio,118677.25,142412.7,715623.82,2,10932.35,26.63,4063.52,13174.1,131007.91,149730.06027473844,FALSE,FALSE,0,0.1658,1,-0,não,0.16,1
50380888712,Alyssa Baca,40,SP,Sudeste,Educação,101536.4,126920.5,363500.31,1,11579.09,642.79,3291.44,4917.46,147715.69,99922.08285578748,FALSE,FALSE,2,0.2793,1,-0,não,0.33,0
49277417295,Connor Rape,45,SP,Sudeste,Financeiro,206045.96,216348.26,1870897.32,0,16762.9,376.7,7734.81,1040.83,150714.14,295744.6433800561,FALSE,FALSE,0,0.1101,3,-0,não,0.12,1
60111337083,Candace Seals Pompey,52,RJ,Sudeste,Construção Civil,137294.74,153770.11,583502.64,2,13733.05,166.96,4546.82,8768.99,129413.02,99772.2331975,FALSE,FALSE,1,0.2353,1,-0,não,0.22,2
40621141403,Tienkieu Azama,45,DF,Centro-Oeste,Indústria,237404.13,287259,816670.21,1,21189.15,239.94,11912.51,11875.19,128630.35,199329.2776114992,TRUE,FALSE,0,0.2907,1,-0,não,0.16,0
60119214846,Kindra Dubus,50,PR,Sul,Serviços,148036.5,152477.6,504804.47,0,12998.5,106.73,3351.5,11797.05,154079.23,120094.74922628618,FALSE,FALSE,0,0.2933,2,-0,não,0.12,0
67610718612,Megan Benson,29,DF,Centro-Oeste,Indústria,150016.03,163517.47,1294638.34,2,11461.46,981.82,3882.94,5574.11,118285.62,199329.2776114992,FALSE,FALSE,0,0.1159,3,-0,não,0.14,0
45919606202,Nikita Petersen,43,PE,Nordeste,Agropecuária,156819.4,200728.83,787233.39,2,18938.15,110.72,5292.27,5795.05,166449.31,100261.125625,FALSE,FALSE,0,0.1992,2,-0,não,0.17,3
86992891801,Leander John,47,SP,Sudeste,Serviços,91210.26,123133.85,498008.02,0,10947.19,139.29,2011.56,4240.91,65377.7,120094.74922628618,FALSE,FALSE,0,0.1832,1,-0,não,0.19,1
46709528223,Zuraara al-Nasser,37,SP,Sudeste,Indústria,199692.46,229646.33,892625.3,1,18515.53,96.96,6708.42,10423.21,257701.07,199329.2776114992,FALSE,FALSE,0,0.2237,1,-0,não,0.14,2
63049623899,Angel Davis,42,BA,Nordeste,Indústria,123842.89,134988.75,499086.85,0,11457.97,1990.95,1399.15,5573.98,141953.94,199329.2776114992,FALSE,FALSE,2,0.2481,1,-0,não,0.31,0
30967780282,Kendall Yang,50,RJ,Sudeste,Financeiro,604402.82,942868.4,1402214.54,1,94792.11,12167.74,32316.89,74424.56,322055.19,295744.6433800561,TRUE,FALSE,1,0.431,3,36264.17000000004,sim,0.44,1
31122789574,Asien Mills,43,MG,Sudeste,Comércio,131640.21,163233.86,368592.59,0,12562.77,4.18,4948.06,6513.46,175017.47,149730.06027473844,FALSE,FALSE,0,0.3571,1,-0,não,0.16,0
86991716029,Mundhir al-Ghazal,25,SP,Sudeste,Serviços,66217.38,76149.99,185408.66,1,6166.27,300.98,1165.7,8614.94,51413.46,120094.74922628618,FALSE,FALSE,1,0.3571,1,-0,não,0.23,1
21006274963,Casey Francis,50,GO,Centro-Oeste,Transporte,112979.38,115238.97,845085.76,0,10167.88,372.14,1634.36,6201.17,47301.68,100658.27340820312,FALSE,FALSE,1,0.1337,1,-0,não,0.2,0
51656365868,Naseeba al-Hassan,44,MG,Sudeste,Comércio,64110.06,113474.81,409663.28,0,8883.91,13549.38,2767.9,55379.22,129187.93,149730.06027473844,TRUE,FALSE,0,0.1565,3,17309.72,sim,0.42,2
45132937326,Jesus Carmona,55,GO,Centro-Oeste,Serviços,160814.44,178504.03,212275.06,1,17261.06,154.9,4502.66,18420.95,111906,120094.74922628618,FALSE,FALSE,0,0.7576,2,-0,não,0.14,1
51160499637,Tahleela al-Sani,60,RJ,Sudeste,Indústria,349561.41,471907.9,2303609.69,0,33703.54,336.68,13228.15,7137.3,388071.03,199329.2776114992,FALSE,FALSE,0,0.1517,2,-0,não,0.19,1
18000907261,Amanda Miller,47,RJ,Sudeste,Comércio,231203.88,339869.7,1005736.88,1,30774.2,275.21,8288.87,8498.47,239504.64,149730.06027473844,FALSE,FALSE,1,0.2299,2,-0,não,0.3,0
30962329178,Sara Lythgoe,30,RJ,Sudeste,Comércio,167233.44,257539.5,824460.86,2,18877.59,3905.15,3813.88,35269.47,212112.63,149730.06027473844,FALSE,FALSE,0,0.2028,2,6689.3399999999965,sim,0.27,2
41537173139,Ann Spoor,52,MG,Sudeste,Construção Civil,134424.14,180128.35,655989.8,3,15891.51,538.03,1962.18,16202.21,149906.13,99772.2331975,FALSE,FALSE,1,0.2049,2,-0,não,0.27,0
46453027200,Shanequia Williams,32,RJ,Sudeste,Comércio,127472.8,203956.48,868089.77,5,19574.23,26300.76,2822.31,7231.45,188164.36,149730.06027473844,FALSE,FALSE,0,0.1468,1,12747.279999999999,sim,0.52,1
34461511100,Kaitlin Galger,29,RJ,Sudeste,Transporte,54121.78,83888.76,454622.95,5,7145.93,10144.31,1389.85,69556.29,93943.4,100658.27340820312,FALSE,FALSE,0,0.119,2,2706.0899999999965,sim,0.34,0
49386719001,Richard Archuleta,24,MG,Sudeste,Comércio,223198.01,225429.99,1783352.1,1,19705.8,821.74,504.1,241.94,130123.95,149730.06027473844,FALSE,FALSE,0,0.1252,2,-0,não,0.12,0
40835096345,James Jason Schmitz,38,SP,Sudeste,Comércio,118471.79,194293.74,518906.44,5,13399.74,11766.56,7182.06,52767.68,137439.14,149730.06027473844,TRUE,FALSE,1,0.2283,3,16586.054999999993,sim,0.46,1
47765470782,Jacob Apodaca,38,RJ,Sudeste,Indústria,31250.38,38125.46,90938.61,0,3288.52,2701.82,992.68,5990.72,45762.48,199329.2776114992,FALSE,FALSE,0,0.3436,1,-0,não,0.19,1
49305632987,Jesus Cruz Herrera,52,SP,Sudeste,Financeiro,324308.8,418358.35,1608571.65,3,34105,1169.89,13648.98,10130.3,470701.22,295744.6433800561,TRUE,FALSE,0,0.2016,2,-0,não,0.19,0
31123227772,Kevin Feseha,46,GO,Centro-Oeste,Transporte,87083.07,123657.96,422352.89,2,10541.83,1082.74,2797.87,5654.52,62832.67,100658.27340820312,FALSE,FALSE,0,0.2062,2,-0,não,0.22,1
30887783169,Hannah Lanier,60,RJ,Sudeste,Serviços,111247.68,142397.03,369342.3,0,11080.95,2560.2,3068.41,14484.55,149428.06,120094.74922628618,FALSE,FALSE,1,0.3012,2,-0,não,0.28,1
30177164077,Claire Nguyen,53,PE,Nordeste,Serviços,154487.69,230186.66,1350222.41,2,16318.64,326.9,5529.87,10382.83,217405.63,120094.74922628618,FALSE,FALSE,0,0.1144,2,-0,não,0.22,1
21003360802,Jami Begay,54,BA,Nordeste,Serviços,187155.21,224586.25,1871552.1,0,19078.87,298.32,3140.91,14772.95,155326.23,120094.74922628618,FALSE,FALSE,0,0.1,3,-0,não,0.16,0
86996861863,Umar el-Chahine,51,SC,Sul,Construção Civil,62469.09,74962.91,351076.29,1,5825.42,815.19,2015.04,4744.38,47805.09,99772.2331975,FALSE,FALSE,0,0.1779,1,-0,não,0.16,0
47851885331,Jalen Tafoya,50,SP,Sudeste,Serviços,188171.93,291666.49,972848.88,2,25766.47,26355.45,7189.86,64744.96,194045.95,120094.74922628618,FALSE,FALSE,0,0.1934,2,9408.594999999972,sim,0.51,0
52991882571,Lizzette Saldate,53,GO,Centro-Oeste,Educação,80782.38,110671.86,108248.39,0,9453.26,403.42,2469.18,7415.79,113733.82,99922.08285578748,FALSE,FALSE,0,0.7463,1,-0,não,0.2,2
37311760739,Justin Stumbaugh,38,RS,Sul,Serviços,139022.81,187680.79,159876.23,2,16777.56,440.93,2982.43,14762.29,118109.14,120094.74922628618,FALSE,FALSE,0,0.8696,1,-0,não,0.19,1
46459683114,Jeffrey Pacher,32,SC,Sul,Comércio,96020.07,105622.08,341831.45,1,8839.56,185.75,1175.13,3086.97,95968.59,149730.06027473844,FALSE,FALSE,0,0.2809,2,-0,não,0.13,0
21002162366,Job Ramos,36,SC,Sul,Transporte,68648.7,101600.08,422189.5,2,8480.92,315.4,1609.92,11867.1,84094.28,100658.27340820312,FALSE,FALSE,0,0.1626,1,-0,não,0.22,2
50200381718,Edward Mix,50,MG,Sudeste,Serviços,73549.74,102234.14,350832.26,1,8587.28,1566.03,3564.05,4365.74,89711.38,120094.74922628618,TRUE,FALSE,0,0.2096,2,-0,não,0.21,0
49625584265,O'Ryan Havranek,36,SP,Sudeste,Serviços,61962.11,83029.23,286884.57,0,7175.84,94.26,2099.67,9091.82,79767.47,120094.74922628618,FALSE,FALSE,1,0.216,1,-0,não,0.27,1
41143148971,Kailynda Melonas,49,GO,Centro-Oeste,Comércio,95018.86,114022.63,736396.16,1,11016.67,248.3,3429.11,5850.03,50962.43,149730.06027473844,FALSE,FALSE,0,0.129,2,-0,não,0.16,0
30387288309,Paulina Yakabe,53,SP,Sudeste,Serviços,149660.69,224491.04,428029.57,1,22049.05,134.62,3081.59,11155.18,175239.57,120094.74922628618,FALSE,FALSE,1,0.3497,1,0.005000000004656613,sim,0.3,1
63048121381,Isabel Luna-Hernandez,59,SP,Sudeste,Serviços,178169.91,238747.68,865905.76,2,19723.75,158.83,4827.15,13459.38,182710.44,120094.74922628618,FALSE,FALSE,0,0.2058,1,-0,não,0.19,0
30883302911,Cheyanne Ross,40,SC,Sul,Serviços,118255.81,167923.25,1084405.78,0,13337.13,121.43,2863.07,3802.38,95017.22,120094.74922628618,FALSE,FALSE,0,0.1091,3,-0,não,0.21,0
60118716748,Iyaad el-Shams,47,MG,Sudeste,Saúde,167901.31,196444.53,473481.69,2,17926.48,1653.54,4876.04,7332.03,200753.29,98524.38325734549,FALSE,FALSE,1,0.3546,1,-0,não,0.25,2
30889962313,Anthony Arguien,38,RS,Sul,Educação,121782.28,169277.37,1208080.22,0,14214.23,2182.55,4513.93,13532.24,105412.35,99922.08285578748,FALSE,FALSE,0,0.1008,2,-0,não,0.22,1
